,text,label
155," **Deformation Transfer.** Deformation transfer is a long-standing problem in the computer graphics community [1][2][3][4][5]. Sumner _et al_. [1] apply an affine transformation to each triangle of the mesh to solve an optimization problem that matches the deformation of the source mesh while maintaining the shape of the target mesh. BenChen _et al_. [4] enclose the source and target shapes with two cages and transfer the Jacobians of the source deformation to the target shape. However, these methods need tedious human efforts to annotate the correspondence between the source and target shapes. More recently, several deep learning methods are developed to solve the deformation transfer task. However, they either require manually providing the correspondence [6] or cannot generalize [7][8] to stylized characters with different shapes. Gao _et al_. [8] propose a VAE-GAN based method to leverage the cycle consistency between the source and target shapes. Nonetheless, it can only work on shapes used in training. Wang _et al_. [9] introduce conditional normalization used in style transfer for 3D deformation transfer. But the method is limited to clothed-humans and cannot handle the large shape variations of stylized characters.

We argue that these learning-based methods cannot generalize to stylized characters because they rely on encoding their global information (_e.g._, body or parts), which is different from traditional works that focus on local deformation, _e.g._, the affine transformation applied to each triangle in [1]. Using a neural network to encode the global information easily leads to overfitting. For example, modelstrained on human meshes cannot generalize to a stylized humanoid character. At the same time, early works only focus on local information and cannot model global information such as correspondence between the source and target shapes, which is why they all need human effort to annotate the correspondence. Our method tries to learn the correspondence and deform locally at the same time.

**Skeleton-based Pose Transfer.** Besides mesh deformation transfer, an alternative way to transfer pose is to utilize skeletons. Motion retargeting is also a common name used for transferring poses from one motion sequence to another. Gleicher _et al_. [10] propose a space-time constrained solver aiming to satisfy the kinematics-level constraints and to preserve the characters' original identity. Following works [11][12] try to solve inverse-kinematics or inverse rate control to achieve pose transfer. There are also dynamics-based methods [13][14] that consider physics during the retargeting process. Recently, learning-based methods [15][16][17][18][19] train deep neural networks to predict the transformation of the skeleton. Aberman _et al_. [20] propose a pooling-based method to transfer poses between meshes with different skeletons.

All these works highly rely on the skeleton for pose transfer. Other works try to estimate the rigging of the template shape [21][22][23][24] when a skeleton is not available. But if the prediction of the skinning weights fails, the retargeting fails as well. Liao _et al_. [25] propose a model that learns to predict the skinning weights and pose transfer jointly using ground truth skinning weights and paired motion data as supervision, which limits the generalization of this method to categories where annotations are more scarce compared to humans (_e.g_., quadrupeds). Instead, our method uses posed human or animal meshes for training and deforms stylized characters of different shapes at inference.

**Implicit 3D shape representation.** Implicit 3D shape representations have shown great success in reconstructing static shapes [26][27][28][29][30][31] and deformable ones [32][33][34][35][36][37][33][29]. DeepSDF [29] proposes to use an MLP to predict the signed distance field (SDF) value of a query point in 3D space, where a shape code is jointly optimized in an auto-decoding manner. Occupancy flow [34] generalizes the Occupancy Networks [30] to learn a temporally and spatially continuous vector field with a NeuralODE [38]. Inspired by parameteric models, NPMs [36] disentangles and represents the shape and pose of dynamic humans by learning an implicit shape and pose function, respectively. Different from these implicit shape representation works that focus on reconstructing static or deformable meshes, we further exploit the inherent continuity and locality of implicit functions to deform stylized characters to match a target pose in a zero-shot manner.

",1
156," **Deformation Transfer.** Deformation transfer is a long-standing problem in the computer graphics community [1][2][3][4][5]. Sumner _et al_. [1] apply an affine transformation to each triangle of the mesh to solve an optimization problem that matches the deformation of the source mesh while maintaining the shape of the target mesh. BenChen _et al_. [4] enclose the source and target shapes with two cages and transfer the Jacobians of the source deformation to the target shape. However, these methods need tedious human efforts to annotate the correspondence between the source and target shapes. More recently, several deep learning methods are developed to solve the deformation transfer task. However, they either require manually providing the correspondence [6] or cannot generalize [7][8] to stylized characters with different shapes. Gao _et al_. [8] propose a VAE-GAN based method to leverage the cycle consistency between the source and target shapes. Nonetheless, it can only work on shapes used in training. Wang _et al_. [9] introduce conditional normalization used in style transfer for 3D deformation transfer. But the method is limited to clothed-humans and cannot handle the large shape variations of stylized characters.



**Skeleton-based Pose Transfer.** Besides mesh deformation transfer, an alternative way to transfer pose is to utilize skeletons. Motion retargeting is also a common name used for transferring poses from one motion sequence to another. Gleicher _et al_. [10] propose a space-time constrained solver aiming to satisfy the kinematics-level constraints and to preserve the characters' original identity. Following works [11][12] try to solve inverse-kinematics or inverse rate control to achieve pose transfer. There are also dynamics-based methods [13][14] that consider physics during the retargeting process. Recently, learning-based methods [15][16][17][18][19] train deep neural networks to predict the transformation of the skeleton. Aberman _et al_. [20] propose a pooling-based method to transfer poses between meshes with different skeletons.

All these works highly rely on the skeleton for pose transfer. Other works try to estimate the rigging of the template shape [21][22][23][24] when a skeleton is not available. But if the prediction of the skinning weights fails, the retargeting fails as well. Liao _et al_. [25] propose a model that learns to predict the skinning weights and pose transfer jointly using ground truth skinning weights and paired motion data as supervision, which limits the generalization of this method to categories where annotations are more scarce compared to humans (_e.g_., quadrupeds). 

**Implicit 3D shape representation.** Implicit 3D shape representations have shown great success in reconstructing static shapes [26][27][28][29][30][31] and deformable ones [32][33][34][35][36][37][33][29]. DeepSDF [29] proposes to use an MLP to predict the signed distance field (SDF) value of a query point in 3D space, where a shape code is jointly optimized in an auto-decoding manner. Occupancy flow [34] generalizes the Occupancy Networks [30] to learn a temporally and spatially continuous vector field with a NeuralODE [38]. Inspired by parameteric models, NPMs [36] disentangles and represents the shape and pose of dynamic humans by learning an implicit shape and pose function, respectively. 

",0
157," GAN and RL.There are works using ideas from RL to train GANs ([1]; [4]; [3]; [2]). The most relevant work is SeqGAN ([1]), which uses policy gradient to train the generator network. There are several main differences between their settings and ours. First, different GAN objectives are used: SeqGAN uses the JS divergence while we use IPM. In SeqGAN, the next token is dependent on tokens generated from all previous steps, while in diffusion models the next image is only dependent on the model output from one previous step; Also, the critic takes the whole generated sequence as input in SeqGAN, while we only care about the final output. Besides, in our work, rewards are mathematically derived from performing gradient descent w.r.t. IPM, while in SeqGAN, rewards are designed manually. In conclusion, different from SeqGAN, we propose a new policy gradient algorithm to optimize the IPM objective, with a novel analysis of monotonic improvement conditions and a new regularization method for the critic.

Diffusion and GAN.There are other works combining diffusion and GAN training: [5] consider multi-modal noise distributions generated by GAN to enable fast sampling; [7] considers a truncated forward process by replacing the last steps in the forward process with an autoencoder to generate noise, and start with the learned autoencoder as the first step of denoising and then continue to generate data from the diffusion model; Diffusion GAN ([6]) perturbs the data with an adjustable number of steps, and minimizes JS divergence for all intermediate steps by training a multi-step generator with a time-dependent discriminator. To our best knowledge, there is no existing work using GAN-style training to fine-tune a pretrained DDPM sampler.

Fast samplers of DDIM and more.There is another line of work on fast sampling of DDIM (), for example, knowledge distillation (; ) and solving ordinary differential equations (ODEs) with fewer steps ([8]; ). Samples generated by DDIM are generally less diverse than DDPM (). Also, fast sampling is generally easier for DDIM samplers (with deterministic Markov chains) than DDPM samplers, since it is possible to combine multiple deterministic steps into one step without loss of fidelity, but not for combining multiple Gaussian steps as one (). Fine-tuning DDIM samplers with deterministic policy gradient for fast sampling also seems possible, but deterministic policies may suffer from suboptimality, especially in high-dimensional action space ([9]), though it might require fewer samples. Also, it becomes less necessary since distillation is already possible for DDIM.

Moreover, there is also some recent work that uses sample quality metrics to enable fast sampling. Instead of fine-tuning pretrained models,  propose to optimize the hyperparameters of the sampling schedule for a family of non-Markovian samplers by differentiating through KID ([10]), which is calculated by pretrained inception features. It is followed by a contemporary work that fine-tunes pretrained DDIM models using MMD calculated by pretrained features ([12]), which is similar to the method discussed in Section 3.3 but with a fixed critic and a deterministic sampling chain. Generally speaking, adversarially trained critics can provide stronger signals than fixed ones and are more helpful for training ([11]). As a result, besides the potential issues discussed in Section 3.3, such training may also suffer from sub-optimal results when \(p_{0}^{\theta}\) is not close enough to \(q_{0}\) at initialization, and is highly dependent on the choice of the pretrained feature.

",1
158," GAN and RL.There are works using ideas from RL to train GANs ([1]; [4]; [3]; [2]). The most relevant work is SeqGAN ([1]), which uses policy gradient to train the generator network. 

Diffusion and GAN.There are other works combining diffusion and GAN training: [5] consider multi-modal noise distributions generated by GAN to enable fast sampling; [7] considers a truncated forward process by replacing the last steps in the forward process with an autoencoder to generate noise, and start with the learned autoencoder as the first step of denoising and then continue to generate data from the diffusion model; Diffusion GAN ([6]) perturbs the data with an adjustable number of steps, and minimizes JS divergence for all intermediate steps by training a multi-step generator with a time-dependent discriminator. 

Fast samplers of DDIM and more.There is another line of work on fast sampling of DDIM (), for example, knowledge distillation (; ) and solving ordinary differential equations (ODEs) with fewer steps ([8]; ). Samples generated by DDIM are generally less diverse than DDPM (). Also, fast sampling is generally easier for DDIM samplers (with deterministic Markov chains) than DDPM samplers, since it is possible to combine multiple deterministic steps into one step without loss of fidelity, but not for combining multiple Gaussian steps as one (). Fine-tuning DDIM samplers with deterministic policy gradient for fast sampling also seems possible, but deterministic policies may suffer from suboptimality, especially in high-dimensional action space ([9]), though it might require fewer samples. Also, it becomes less necessary since distillation is already possible for DDIM.

Moreover, there is also some recent work that uses sample quality metrics to enable fast sampling. Instead of fine-tuning pretrained models,  propose to optimize the hyperparameters of the sampling schedule for a family of non-Markovian samplers by differentiating through KID ([10]), which is calculated by pretrained inception features. It is followed by a contemporary work that fine-tunes pretrained DDIM models using MMD calculated by pretrained features ([12]), which is similar to the method discussed in Section 3.3 but with a fixed critic and a deterministic sampling chain. Generally speaking, adversarially trained critics can provide stronger signals than fixed ones and are more helpful for training ([11]). As a result, besides the potential issues discussed in Section 3.3, such training may also suffer from sub-optimal results when \(p_{0}^{\theta}\) is not close enough to \(q_{0}\) at initialization, and is highly dependent on the choice of the pretrained feature.

",0
159," **Emergent Behaviour from Large Scale Pretraining** has mainly been observed in Large Language Models (LLMs). Most notably, GPT-2 [1], GPT-3 [2], and Chat-GPT  have been shown to be capable of tasks such as zero-shot translation, question answering, arithmetic, as well as planning actions for embodied agents [3]. Fine-tuning LLMs can also lead to models that can generate code from docstrings [4] or solve math problems [5][6]. Only a few emergent zero-shot behaviours have been reported for VLMs like CLIP, mainly for classification [7] and OCR [8]. Generative VLMs like FLAMINGO [9] and BLIP [10] excel in captioning and visual question-answering tasks, but also have no way of solving pixel-level computer vision tasks.

**Prompting VLMs** is most commonly performed by prepending a set of learnable tokens to the text input [11][12], vision input [13][14][15], or both text and vision inputs [16][17], in order to easily steer a frozen CLIP model to solve a desired task. [18] learn augmentations in pixel space, such as padding around the image, or changing a patch of the image, which are optimized with gradient descent on a downstream task. [19] cast image inpainting as a visual prompting task, using a generative model trained on figures from academic papers. Coloring regions of an image has been used for the VCR task [20], where a model is fine-tuned on annotated images [21]. Colorful Prompt Tuning (CPT) [22] color regions of an image and use a captioning model to predict which object in an image an expression refers to by predicting its color. Similarly to CPT, we augment the input image in pixel space and perform zero-shot inference. However, we _annotate_ the image in a human-like manner and show that our method is more powerful and more flexible than CPT.

**Referring Expression Comprehension** (REC) aims to localize a target object in an image that corresponds to a textual description. Most approaches to REC start with object proposals, for example, generated with Faster-RCNN [23], and learn to score them [24][25][26][27][28]. REC is sometimes considered together with referring expression generation -- the task of generating a description of a given region. [26] use a comprehension model to guide a generator,whereas [29] jointly train a detector with a caption generator. Some works model the scene as a graph [25][27][28] or use language parsers and grammar-based methods [30][31], leading to a more interpretable result. More recently, transformer architectures have been used [32][33][34][35][36]. [32][33][34][36] perform text-modulated object detection, where a transformer decoder takes the referring expression as an input and predicts a bounding box. [35] train with a text-to-pixel contrastive loss, which allows for a text-driven segmentation or detection at test time.

**Unsupervised Referring Expression Comprehension** is a less explored area, only made possible with the introduction of large pre-trained models such as CLIP [7]. ReCLIP [37] crops object proposals and ranks them using CLIP before an ad-hoc postprocessing step to take into account relations such as left/right, smaller/bigger, etc. CPT [22] colors object proposal boxes and use a pre-trained captioning model [38] to auto-regressively predict which colored proposal corresponds to the query description. Pseudo-Q [39] generates descriptions for multiple objects in an image, which is used to train a REC network. However, this model is not fully unsupervised as the pseudo descriptions it uses are generated using a captioning model trained on COCO.

**Visual Reasoning Using Large Pretrained Models** has been an area of significant interest in the last few years. In addition to referring expression detection [37], CLIP [7] has been used for semantic segmentation [40][41]. [41] use CLIP to assign text labels to object parts after doing part co-segmentation in the latent space of a GAN. [40] utilize CLIP for open-vocabulary segmentation by using a general-purpose mask proposal network and CLIP as a classifier. CLIP has also been used for unsupervised object proposal generation [42] and open-set detection [43]. Semantic segmentation also emerges from image only [44][45] or image-text [46] self-supervision.

**Bias of VLMs** is an increasingly popular area of research, as downstream applications come with the risk of perpetuating biases and stereotypes existing in the training data. However, methods for assessing the bias of a VLM are still not well established. [47] measure the misclassification rate of CLIP of faces of people of different races with non-human and criminal categories, whereas [48][49][50] measure fairness in retrieval results. Here, we show a different kind of bias, where the addition of a red circle over a person can trigger a negative connotation.

",1
160," **Emergent Behaviour from Large Scale Pretraining** has mainly been observed in Large Language Models (LLMs). Most notably, GPT-2 [1], GPT-3 [2], and Chat-GPT  have been shown to be capable of tasks such as zero-shot translation, question answering, arithmetic, as well as planning actions for embodied agents [3]. Fine-tuning LLMs can also lead to models that can generate code from docstrings [4] or solve math problems [5][6]. Only a few emergent zero-shot behaviours have been reported for VLMs like CLIP, mainly for classification [7] and OCR [8]. Generative VLMs like FLAMINGO [9] and BLIP [10] excel in captioning and visual question-answering tasks, but also have no way of solving pixel-level computer vision tasks.

**Prompting VLMs** is most commonly performed by prepending a set of learnable tokens to the text input [11][12], vision input [13][14][15], or both text and vision inputs [16][17], in order to easily steer a frozen CLIP model to solve a desired task. [18] learn augmentations in pixel space, such as padding around the image, or changing a patch of the image, which are optimized with gradient descent on a downstream task. [19] cast image inpainting as a visual prompting task, using a generative model trained on figures from academic papers. Coloring regions of an image has been used for the VCR task [20], where a model is fine-tuned on annotated images [21]. Colorful Prompt Tuning (CPT) [22] color regions of an image and use a captioning model to predict which object in an image an expression refers to by predicting its color. 

**Referring Expression Comprehension** (REC) aims to localize a target object in an image that corresponds to a textual description. Most approaches to REC start with object proposals, for example, generated with Faster-RCNN [23], and learn to score them [24][25][26][27][28]. REC is sometimes considered together with referring expression generation -- the task of generating a description of a given region. [26] use a comprehension model to guide a generator,whereas [29] jointly train a detector with a caption generator. Some works model the scene as a graph [25][27][28] or use language parsers and grammar-based methods [30][31], leading to a more interpretable result. More recently, transformer architectures have been used [32][33][34][35][36]. [32][33][34][36] perform text-modulated object detection, where a transformer decoder takes the referring expression as an input and predicts a bounding box. [35] train with a text-to-pixel contrastive loss, which allows for a text-driven segmentation or detection at test time.

**Unsupervised Referring Expression Comprehension** is a less explored area, only made possible with the introduction of large pre-trained models such as CLIP [7]. ReCLIP [37] crops object proposals and ranks them using CLIP before an ad-hoc postprocessing step to take into account relations such as left/right, smaller/bigger, etc. CPT [22] colors object proposal boxes and use a pre-trained captioning model [38] to auto-regressively predict which colored proposal corresponds to the query description. Pseudo-Q [39] generates descriptions for multiple objects in an image, which is used to train a REC network. However, this model is not fully unsupervised as the pseudo descriptions it uses are generated using a captioning model trained on COCO.

**Visual Reasoning Using Large Pretrained Models** has been an area of significant interest in the last few years. In addition to referring expression detection [37], CLIP [7] has been used for semantic segmentation [40][41]. [41] use CLIP to assign text labels to object parts after doing part co-segmentation in the latent space of a GAN. [40] utilize CLIP for open-vocabulary segmentation by using a general-purpose mask proposal network and CLIP as a classifier. CLIP has also been used for unsupervised object proposal generation [42] and open-set detection [43]. Semantic segmentation also emerges from image only [44][45] or image-text [46] self-supervision.

**Bias of VLMs** is an increasingly popular area of research, as downstream applications come with the risk of perpetuating biases and stereotypes existing in the training data. However, methods for assessing the bias of a VLM are still not well established. [47] measure the misclassification rate of CLIP of faces of people of different races with non-human and criminal categories, whereas [48][49][50] measure fairness in retrieval results. 

",0
161," In segmentation-based methods, the task of identifying lane lines has been converted to a per-pixel prediction task. [1] first introduces a spatial mechanism passing messages between pixels row-wise and column-wise that fails to perform in real time. [2] further proposes a recurrent aggregator fully utilised lane shape priors to obtain better performance. On [3], additional affinity fields are predicted simultaneously with the binary segmentation map, which is used in the decoder to cluster lane pixels. Segmentation-based method can achieve high accuracy when lane lines are visible, but it's unstable in complex traffic scenarios and inefficient.

Anchor-based & detection-based methods define lane lines in a similar way. They divide an image into slices or cells, and then convert the lane detection task into either offsets' regression on each slice or a row-wise classification task.  first predicts lane lines via a simple linear layer using row-wise classification. [4] improves the representation of lane lines by converting cell representation into anchor representation, and identifying lane shape through regression of the offsets on every slice between anchors and ground truth. [5] further enhances this formulation by adding anchor-based pooling and a lane attention mechanism to it. [6] proposes a hybrid anchor system to improve the performance of UFLD. [7] proposes a conditional convolution and RIM migration to solve the instance-level discrimination problem on lane detection. [8] develops ROIGather to fuse lane context from different layers and, for the first time, changes the anchor-based formulation into an anchor-free manner, achieving state-of-the-art performance on multiple benchmarks.

Anchor-based and detection-based methods heavily rely on the position of anchors. On one hand, this can bring higher accuracy since anchors contain prior information on lane lines. On the other hand, these inherent properties lead to some shortcomings, such as the starting point of the anchor may not always be located on the three edges of the image, limiting its application.

Keypoint-based methods treat lane lines' prediction as a key point estimation task. Usually, the algorithm will first predict all the possible key points that most likely belong to lane lines, and follow up with a post-process of assigning different points to different lanes. [9] predicts key points on lane lines and distinguishes each instance by embedding features of predicted points. [10] predicts local key points in a bottom-up manner and refiners key points' location via its offsets between adjacent points. [11] clusters points via offsets between key points and start points, and a modified deformable convolution network [12] to extract holistic lane features. Lane instances are predicted by keypoint-based methods via low-efficient post-processing of key points from the heat map, moreover, the accuracy of the algorithm highly relies on the resolution of the input image, together with time-consuming post-processing, making keypoint-based methods hard to strike a balance between latency and accuracy.

",0
162," In this Section, we give a brief overview of related works on point cloud shape correspondence, including learning on point clouds, shape correspondence, and self-ensembling approaches.

**Learning on Point Clouds.** PointNet [1] learns from global information through multi-layer perceptrons and max-pooling operation. PointNet++ [2] devises a hierarchical architecture that recursively partitions the point cloud to extract local features more effectively. Recent works explore local aggregators via relations [3][4][5], and graphs [6][7]. PointCNN [8] transforms neighboring points to the canonical order to apply traditional convolution on point clouds. DGCNN [6] creates a graph in the feature space and designs EdgeConv [6] to learn the edge features of the graph in each layer. However, the methods are commonly based on some assumptions of implicit local geometry, which may result in sensitivity to point cloud disturbances.

**Shape Correspondence.** As an active research area in computer vision and graphics, point cloud shape correspondence methods roughly include spectral-based methods [9][10][11][12] and point-based methods [13][14][15][16]. Spectral-based methods require connectivity information to compute the LBO eigenvectors as basis functions and infer a linear transformation for shape correspondence. However, with regard to point cloud data, connectivity information is difficult to obtain directly while point-based methods directly process point clouds without connectivity information to find the dense point-to-point mapping between two point clouds with deformable 3D shapes. Deprelle et al. [13] propose representing shapes as the deformation and combination of learnable elementary 3D structures. Groueix et al.  employ an encoder-decoder architecture to obtain and constrain the similarity matrix with manually annotated labels. The deep learning methods train their neural networks in a data-driven manner and improve performance to a large extent. However, manually labeling the point-to-point cor respondence between two point clouds in 3D space takes much time and effort. Therefore, some unsupervised point cloud shape correspondence methods [14][16] are proposed to reduce the overhead of labeling. CorrNet3D [16] is the first unsupervised deep learning framework. DPC [14] designs several reconstruction losses to smooth point cloud representations. Due to the lack of annotation, the mismatching issue of symmetrical parts in point clouds with different orientations has become an undeniable problem in unsupervised shape correspondence area.

**Self-ensembling Approaches.** Self-ensembling approaches improve the model generalization by encouraging consensus among ensemble predictions of unknown samples with small perturbations. \(\Gamma\) model [17] consists of two identical parallel branches that respectively take raw images and corrupted images as inputs. In contrast to \(\Gamma\) model, \(\Pi\) model [18] integrates two parallel branches into a single branch. As an extension of the \(\Pi\) model, the temporal model [18] forces the consistency between the outputs and the aggregated outputs over previous training epochs. Mean Teacher [19] replaces network prediction average with network parameter average via the exponential moving average (EMA) strategy. We design a framework similar to Mean Teacher and adapt it for the unsupervised point cloud shape correspondence task. The proposed framework facilitates the network to yield consistent and accurate predictions under noise perturbations and orientation rotations.

",1
163," In this Section, we give a brief overview of related works on point cloud shape correspondence, including learning on point clouds, shape correspondence, and self-ensembling approaches.

**Learning on Point Clouds.** PointNet [1] learns from global information through multi-layer perceptrons and max-pooling operation. PointNet++ [2] devises a hierarchical architecture that recursively partitions the point cloud to extract local features more effectively. Recent works explore local aggregators via relations [3][4][5], and graphs [6][7]. PointCNN [8] transforms neighboring points to the canonical order to apply traditional convolution on point clouds. DGCNN [6] creates a graph in the feature space and designs EdgeConv [6] to learn the edge features of the graph in each layer. However, the methods are commonly based on some assumptions of implicit local geometry, which may result in sensitivity to point cloud disturbances.

**Shape Correspondence.** As an active research area in computer vision and graphics, point cloud shape correspondence methods roughly include spectral-based methods [9][10][11][12] and point-based methods [13][14][15][16]. Spectral-based methods require connectivity information to compute the LBO eigenvectors as basis functions and infer a linear transformation for shape correspondence. However, with regard to point cloud data, connectivity information is difficult to obtain directly while point-based methods directly process point clouds without connectivity information to find the dense point-to-point mapping between two point clouds with deformable 3D shapes. Deprelle et al. [13] propose representing shapes as the deformation and combination of learnable elementary 3D structures. Groueix et al.  employ an encoder-decoder architecture to obtain and constrain the similarity matrix with manually annotated labels. The deep learning methods train their neural networks in a data-driven manner and improve performance to a large extent. However, manually labeling the point-to-point cor respondence between two point clouds in 3D space takes much time and effort. Therefore, some unsupervised point cloud shape correspondence methods [14][16] are proposed to reduce the overhead of labeling. CorrNet3D [16] is the first unsupervised deep learning framework. DPC [14] designs several reconstruction losses to smooth point cloud representations. Due to the lack of annotation, the mismatching issue of symmetrical parts in point clouds with different orientations has become an undeniable problem in unsupervised shape correspondence area.

**Self-ensembling Approaches.** Self-ensembling approaches improve the model generalization by encouraging consensus among ensemble predictions of unknown samples with small perturbations. \(\Gamma\) model [17] consists of two identical parallel branches that respectively take raw images and corrupted images as inputs. In contrast to \(\Gamma\) model, \(\Pi\) model [18] integrates two parallel branches into a single branch. As an extension of the \(\Pi\) model, the temporal model [18] forces the consistency between the outputs and the aggregated outputs over previous training epochs. Mean Teacher [19] replaces network prediction average with network parameter average via the exponential moving average (EMA) strategy. 

",0
164," **Attribute Discovery** Several approaches have been successful in extracting attribute directions in StyleGAN's latent space in the past few years. InterfaceGAN [1] used an external classifier and human annotations to label sampled images in order to build a simple linear model that captures the attribute direction in a GAN's latent space. GANSpace [2] applies PCA to these intermediate representations to find the large factors of variation and then reprojects these directions onto a GAN's latent space. Similarly, SeFa [3] directly captures these directions via matrix factorization of the affine mapping weights in styleGAN, which identify directions of large changes without the need to sample the latent space. An alternative strategy is to directly learn the interpretable directions through a jointly-trained predictive model by assuming that the more predictive variations are more likely to be semantically meaningful [4]- or that using a Hessian penalty , or Jacobian [5], in the image space enables learning of directions. LatentCLR [6] used a similar optimization framework, but instead of training a separate predictive model, it leveragedthe GAN's internal representation and adopted a contrastive loss [7] for attribute discovery.

**Model Auditing** With increased awareness of the societal impact of machine learning models, there is an increased interest in characterizing and criticizing model behavior under the broad umbrella of auditing [8][9]. There has been relatively less work in auditing generative models. For example, [10] introduce a new performance metric for generative models that measures fidelity, diversity, and generalization. Another related work is from Bau et al., [11] who investigate what a GAN cannot generate, whereas our interest is in distinguishing a client GAN from a reference GAN.

**Interpretation of Domain Shift** Some of the most related work comes from methods that aim for characterizing domain shift [12][13], but these methods are limited to specific settings: either relying on human intervention [12] or needing a disentangled generator in the input [13]. An indirect way to obtain aligned attributes is via _aligned GANs_- GANs where one is fine-tuned from the other [14][15]. Here, the attribute direction will be inherent to the children models, eliminating the need to do joint discovery to identify similar attributes. However, obtaining an _aligned GAN_ through a separate fine-tuning process for attribute discovery across distributions is neither practical nor feasible.

",0
165," Dual-pixel depth estimation.Since dual-pixel cameras have been released, many works have been proposed to estimate depth from a dual-pixel image. Garg _et al_. [1] present a learning-based dual-pixel depth estimation using the affine invariant objective to estimate inverse depth. Zhang _et al_.  introduce a supervised learning method similar to [1] to estimate disparity by using two dual-pixel cameras. Recently, Pan _et al_. [2] propose a dual-pixel simulator and also presented the learning-based inverse depth estimation method, which is trained with their simulated data. Xin _et al_. [3] present an unsupervised optimization method based on the estimated defocus map, which can also be shown as an inverse depth map in dual-pixel data. These methods estimate unidirectional information of inverse depth maps [1][2][3] only, often assuming that the focus plane is fixed to the nearest or the farthest location of the scene [3].

Punnappurath _et al_. [4] show that the sign of a bidirectional dual-pixel disparity changes depending on the focus-plane depth in an image. Also, Wadhwa _et al_. [5] apply traditional stereo matching on the separated stereo images from a dual-pixel image to estimate bidirectional disparity. These two traditional methods [4][5] discover the bidirectional nature of dual-pixel disparity and anisotropic blur kernels. However, their performance often degrades due to severe defocus blur of a shallow depth of field and the affine ambiguity of bidirectional disparity w.r.t. focus-plane depth. A learning-based approach would be impactful in mitigating these challenges as the problem is severely ill-posed. However, as mentioned earlier, there is no dual-pixel dataset, including pairs of dual-pixel photographs and bidirectional disparities for every focus-plane depth.

In contrast, our self-supervised method estimates bidirectional disparities while implicitly imposing the reflective-symmetry constraint in anisotropic kernels.

Learning-based stereo.Learning-based stereo methods can be divided into two groups. First, _supervised_ learning-based approaches [6][7][8][9] have been proposed that train neural networks with traditional stereo image datasets [10][11][12]. These network architectures resemble many aspects of the traditional stereo algorithms, for instance, searching correspondences between two rectified images in a coarse-to-fine manner using an image pyramid. However, it is challenging to create a supervision dataset with ground-truth depth labels in the real world. Available datasets are still insufficient to cover the variety of daily stereo-imaging scenarios.

The other group of approaches is _self-supervised_-based to address the limitation of acquiring the true dense depth labels in stereo depth estimation [13][14][15][16][17]. The key advantages of the self-supervised approach are that it does not require any ground-truth depth labels for learning and that once a self-supervised network is pretrained with a large number of observation samples in advance, the network can infer depth at a faster speed than the traditional binocular stereo methods [18].

As mentioned earlier, there is no publicly available dual-pixel dataset with the ground-truth bidirectional disparity labels with a wide range of variation of focus-plane depths. We therefore adopt this self-supervised learning scheme for the dual-pixel disparity problem. Note that the traditional learning-based stereo scheme is not directly applicable to dual-pixel photography since the sign of a bidirectional disparity should change according to an arbitrary focus-plane depth, and the blur kernels should be anisotropic for left/right photodiodes, respectively. To the best of our knowledge, this is the first learning-based solution that can estimate a bidirectional disparity w.r.t. an arbitrary focus-plane depth in dual-pixel photography.

",1
166," Dual-pixel depth estimation.Since dual-pixel cameras have been released, many works have been proposed to estimate depth from a dual-pixel image. Garg _et al_. [1] present a learning-based dual-pixel depth estimation using the affine invariant objective to estimate inverse depth. Zhang _et al_.  introduce a supervised learning method similar to [1] to estimate disparity by using two dual-pixel cameras. Recently, Pan _et al_. [2] propose a dual-pixel simulator and also presented the learning-based inverse depth estimation method, which is trained with their simulated data. Xin _et al_. [3] present an unsupervised optimization method based on the estimated defocus map, which can also be shown as an inverse depth map in dual-pixel data. These methods estimate unidirectional information of inverse depth maps [1][2][3] only, often assuming that the focus plane is fixed to the nearest or the farthest location of the scene [3].

Punnappurath _et al_. [4] show that the sign of a bidirectional dual-pixel disparity changes depending on the focus-plane depth in an image. Also, Wadhwa _et al_. [5] apply traditional stereo matching on the separated stereo images from a dual-pixel image to estimate bidirectional disparity. These two traditional methods [4][5] discover the bidirectional nature of dual-pixel disparity and anisotropic blur kernels. However, their performance often degrades due to severe defocus blur of a shallow depth of field and the affine ambiguity of bidirectional disparity w.r.t. focus-plane depth. A learning-based approach would be impactful in mitigating these challenges as the problem is severely ill-posed. However, as mentioned earlier, there is no dual-pixel dataset, including pairs of dual-pixel photographs and bidirectional disparities for every focus-plane depth.



Learning-based stereo.Learning-based stereo methods can be divided into two groups. First, _supervised_ learning-based approaches [6][7][8][9] have been proposed that train neural networks with traditional stereo image datasets [10][11][12]. These network architectures resemble many aspects of the traditional stereo algorithms, for instance, searching correspondences between two rectified images in a coarse-to-fine manner using an image pyramid. However, it is challenging to create a supervision dataset with ground-truth depth labels in the real world. Available datasets are still insufficient to cover the variety of daily stereo-imaging scenarios.

The other group of approaches is _self-supervised_-based to address the limitation of acquiring the true dense depth labels in stereo depth estimation [13][14][15][16][17]. The key advantages of the self-supervised approach are that it does not require any ground-truth depth labels for learning and that once a self-supervised network is pretrained with a large number of observation samples in advance, the network can infer depth at a faster speed than the traditional binocular stereo methods [18].



",0
